2018-09-25 17:06:10,042 [views:get_web_data.17] [DEBUG]- /get_web_data/get_dgtj_echart?parm=%7B%22vid%22:%222%22%7D
2018-09-25 17:06:10,062 [actions:get_dgtj_echart.83] [DEBUG]- {u'name': u'B\u7ad9'}, 
2018-09-25 17:17:13,177 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:17:13,187 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:17:13,197 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:17:13,207 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:17:13,217 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:17:13,226 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,
2018-09-25 17:17:13,234 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,
2018-09-25 17:17:13,243 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,
2018-09-25 17:17:13,253 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,
2018-09-25 17:17:13,262 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,0,
2018-09-25 17:17:13,270 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,0,0,
2018-09-25 17:17:13,279 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,0,0,0,
2018-09-25 17:17:13,289 [actions:get_dgtj_echart.84] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,0,0,0,0,
2018-09-25 17:21:19,785 [views:get_web_data.17] [DEBUG]- /get_web_data/get_dgtj_echart?parm=%7B%22vid%22:%222%22%7D
2018-09-25 17:21:19,812 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 
2018-09-25 17:21:19,822 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,
2018-09-25 17:21:19,832 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,
2018-09-25 17:21:19,842 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,
2018-09-25 17:21:19,858 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,
2018-09-25 17:21:19,871 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,
2018-09-25 17:21:19,882 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,
2018-09-25 17:21:19,894 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,
2018-09-25 17:21:19,908 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,
2018-09-25 17:21:19,918 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,
2018-09-25 17:21:19,930 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:21:19,938 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:21:19,950 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:21:19,960 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:21:19,973 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:21:19,984 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:21:19,996 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:21:20,006 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,
2018-09-25 17:21:20,016 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,
2018-09-25 17:21:20,028 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,
2018-09-25 17:21:20,039 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,
2018-09-25 17:21:20,048 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,0,
2018-09-25 17:21:20,055 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,0,0,
2018-09-25 17:21:20,063 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,0,0,0,
2018-09-25 17:21:20,072 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,0,0,0,0,
2018-09-25 17:21:20,430 [views:get_web_data.17] [DEBUG]- /get_web_data/get_dgtj_echart?parm=%7B%22vid%22:%222%22%7D
2018-09-25 17:21:20,444 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 
2018-09-25 17:21:20,454 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,
2018-09-25 17:21:20,466 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,
2018-09-25 17:21:20,476 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,
2018-09-25 17:21:20,486 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,
2018-09-25 17:21:20,496 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,
2018-09-25 17:21:20,506 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,
2018-09-25 17:21:20,522 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,
2018-09-25 17:21:20,533 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,
2018-09-25 17:21:20,543 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,
2018-09-25 17:21:20,552 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:21:20,562 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:21:20,573 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:21:20,585 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:21:20,595 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:21:20,605 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:21:20,615 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:21:20,624 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,
2018-09-25 17:21:20,632 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,
2018-09-25 17:21:20,647 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,
2018-09-25 17:21:20,663 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,
2018-09-25 17:21:20,677 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,0,
2018-09-25 17:21:20,687 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,0,0,
2018-09-25 17:21:20,697 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,0,0,0,
2018-09-25 17:21:20,706 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,0,0,0,0,
2018-09-25 17:21:21,483 [views:get_web_data.17] [DEBUG]- /get_web_data/get_dgtj_echart?parm=%7B%22vid%22:%222%22%7D
2018-09-25 17:21:21,500 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 
2018-09-25 17:21:21,512 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,
2018-09-25 17:21:21,523 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,
2018-09-25 17:21:21,533 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,
2018-09-25 17:21:21,543 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,
2018-09-25 17:21:21,552 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,
2018-09-25 17:21:21,561 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,
2018-09-25 17:21:21,569 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,
2018-09-25 17:21:21,578 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,
2018-09-25 17:21:21,586 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,
2018-09-25 17:21:21,595 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:21:21,602 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:21:21,611 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:21:21,619 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:21:21,628 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:21:21,635 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:21:21,644 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:21:21,651 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,
2018-09-25 17:21:21,660 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,
2018-09-25 17:21:21,667 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,
2018-09-25 17:21:21,674 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,
2018-09-25 17:21:21,683 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,0,
2018-09-25 17:21:21,690 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,0,0,
2018-09-25 17:21:21,698 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,0,0,0,
2018-09-25 17:21:21,707 [actions:get_dgtj_echart.86] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,0,0,0,0,
2018-09-25 17:22:53,288 [views:get_web_data.17] [DEBUG]- /get_web_data/get_dgtj_echart?parm=%7B%22vid%22:%222%22%7D
2018-09-25 17:22:53,311 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 
2018-09-25 17:22:53,321 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,
2018-09-25 17:22:53,332 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,
2018-09-25 17:22:53,342 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,
2018-09-25 17:22:53,352 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,
2018-09-25 17:22:53,361 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,
2018-09-25 17:22:53,371 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,
2018-09-25 17:22:53,382 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,
2018-09-25 17:22:53,398 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,
2018-09-25 17:22:53,420 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,
2018-09-25 17:22:53,443 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:22:53,453 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:22:53,461 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:22:53,470 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:22:53,480 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:22:53,490 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:22:53,500 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:22:53,510 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,
2018-09-25 17:22:53,519 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,
2018-09-25 17:22:53,532 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,
2018-09-25 17:22:53,539 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,
2018-09-25 17:22:53,551 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,0,
2018-09-25 17:22:53,559 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,0,0,
2018-09-25 17:22:53,568 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,0,0,0,
2018-09-25 17:22:53,578 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,0,0,0,0,
2018-09-25 17:24:39,438 [views:get_web_data.17] [DEBUG]- /get_web_data/get_dgtj_echart?parm=%7B%22vid%22:%222%22%7D
2018-09-25 17:24:39,464 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 
2018-09-25 17:24:39,474 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,
2018-09-25 17:24:39,486 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,
2018-09-25 17:24:39,496 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,
2018-09-25 17:24:39,507 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,
2018-09-25 17:24:39,522 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,
2018-09-25 17:24:39,533 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,
2018-09-25 17:24:39,548 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,
2018-09-25 17:24:39,562 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,
2018-09-25 17:24:39,572 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,
2018-09-25 17:24:39,582 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:24:39,647 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:24:39,655 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:24:39,664 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:24:39,674 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:24:39,683 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:24:39,691 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:24:39,700 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,
2018-09-25 17:24:39,709 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,
2018-09-25 17:24:39,719 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,
2018-09-25 17:24:39,726 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,
2018-09-25 17:24:39,740 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,0,
2018-09-25 17:24:39,747 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,0,0,
2018-09-25 17:24:39,756 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,0,0,0,
2018-09-25 17:24:39,765 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,0,0,0,0,
2018-09-25 17:24:42,095 [views:get_web_data.17] [DEBUG]- /get_web_data/get_dgtj_echart?parm=%7B%22vid%22:%222%22%7D
2018-09-25 17:24:42,119 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 
2018-09-25 17:24:42,130 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,
2018-09-25 17:24:42,140 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,
2018-09-25 17:24:42,150 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,
2018-09-25 17:24:42,160 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,
2018-09-25 17:24:42,170 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,
2018-09-25 17:24:42,178 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,
2018-09-25 17:24:42,187 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,
2018-09-25 17:24:42,197 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,
2018-09-25 17:24:42,207 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,
2018-09-25 17:24:42,217 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:24:42,226 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:24:42,236 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:24:42,244 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:24:42,255 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:24:42,263 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:24:42,273 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-09-25 17:24:42,282 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,
2018-09-25 17:24:42,290 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,
2018-09-25 17:24:42,299 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,
2018-09-25 17:24:42,309 [actions:get_dgtj_echart.87] [DEBUG]- {u'name': u'B\u7ad9'}, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91753254,0,91981749,0,
